path,offset_sec,vstart_sec
2015-03-27-23-35-05_denoised_1010,2.0,0.72
2015-03-27-23-35-05_denoised_170,0.6,0.56
2015-03-27-23-35-05_denoised_543,-0.2,2.88
2015-03-27-23-35-05_denoised_843,-0.4,0.84
2015-03-27-23-35-05_denoised_311,0.8,1.28
2015-03-27-23-35-05_denoised_509,0.2,1.36
2015-03-27-23-35-05_denoised_112,2.0,0.52
2015-03-27-23-35-05_denoised_239,1.2,0.08
2015-03-27-23-35-05_denoised_419,-1.4,2.96
2015-03-27-23-35-05_denoised_473,0.0,1.84
2015-03-27-23-35-05_denoised_704,1.2,0.96
2015-03-27-23-35-05_denoised_267,2.0,0.12
2015-03-27-23-35-05_denoised_53,-0.6,1.52
2015-03-27-23-35-05_denoised_1062,1.2,0.2
2015-03-27-23-35-05_denoised_595,1.4,0.32
2015-03-27-23-35-05_denoised_1127,-1.8,2.32
2015-03-27-23-35-05_denoised_860,-0.4,2.96
2015-03-27-23-35-05_denoised_1111,-0.2,0.76
2015-03-27-23-35-05_denoised_1077,-0.8,1.44
2015-03-27-23-35-05_denoised_667,-0.4,2.6
2015-03-27-23-35-05_denoised_437,-2.0,2.36
2015-03-27-23-35-05_denoised_33,1.8,0.4
2015-03-27-23-35-05_denoised_739,-0.2,1.48
2015-03-27-23-35-05_denoised_658,1.0,0.92
2015-03-27-23-35-05_denoised_1029,0.2,2.24
2015-03-27-23-35-05_denoised_221,-0.8,2.32
2015-03-27-23-35-05_denoised_400,1.0,1.0
2015-03-27-23-35-05_denoised_638,-1.4,1.8
2015-03-27-23-35-05_denoised_773,-1.8,2.0
2015-03-27-23-35-05_denoised_575,1.2,1.36
2015-03-27-23-35-05_denoised_454,1.0,1.96
2015-03-27-23-35-05_denoised_203,2.0,0.44
2015-03-27-23-35-05_denoised_940,-0.4,1.72
2015-03-27-23-35-05_denoised_131,0.6,1.28
2015-03-27-23-36-58_denoised_805,-1.4,2.52
2015-03-27-23-36-58_denoised_125,-0.6,1.24
2015-03-27-23-36-58_denoised_382,0.2,0.76
2015-03-27-23-36-58_denoised_820,1.2,0.32
2015-03-27-23-36-58_denoised_673,2.0,0.08
2015-03-27-23-36-58_denoised_531,1.0,1.84
2015-03-27-23-36-58_denoised_838,0.0,2.92
2015-03-27-23-36-58_denoised_177,0.8,1.76
2015-03-27-23-36-58_denoised_452,-1.4,2.24
2015-03-27-23-36-58_denoised_486,-1.0,2.24
2015-03-27-23-36-58_denoised_517,0.6,0.92
2015-03-27-23-36-58_denoised_198,-0.8,2.32
2015-03-27-23-36-58_denoised_365,-1.2,2.68
2015-03-27-23-36-58_denoised_349,-0.6,2.4
2015-03-27-23-36-58_denoised_158,-0.8,1.36
2015-03-27-23-36-58_denoised_105,-1.2,2.44
2015-03-27-23-36-58_denoised_49,1.4,0.84
2015-03-27-23-36-58_denoised_500,1.2,0.36
2015-03-27-23-36-58_denoised_282,-0.2,1.24
2015-03-27-23-36-58_denoised_261,-1.2,2.0
2015-03-27-23-36-58_denoised_28,-1.4,1.6
2015-03-27-23-36-58_denoised_424,0.4,2.24
2015-03-28-17-11-30_denoised_2057,-1.6,2.08
2015-03-28-17-11-30_denoised_375,1.0,1.2
2015-03-28-17-11-30_denoised_836,-0.6,1.4
2015-03-28-17-11-30_denoised_1281,-1.8,2.08
2015-03-28-17-11-30_denoised_713,0.6,0.92
2015-03-28-17-11-30_denoised_602,1.0,1.84
2015-03-28-17-11-30_denoised_33,-1.0,1.68
2015-03-28-17-11-30_denoised_1246,0.8,0.96
2015-03-28-17-11-30_denoised_2087,1.2,1.12
2015-03-28-17-11-30_denoised_1191,-0.4,2.12
2015-03-28-17-11-30_denoised_1209,-1.0,1.12
2015-03-28-17-11-30_denoised_58,1.0,1.04
2015-03-28-17-11-30_denoised_393,1.4,0.48
2015-03-28-17-11-30_denoised_1957,0.4,2.0
2015-03-28-17-11-30_denoised_646,-0.4,1.2
2015-03-28-17-11-30_denoised_473,2.0,0.0
2015-03-28-17-11-30_denoised_1681,0.8,1.48
2015-03-28-17-11-30_denoised_260,0.8,0.48
2015-03-28-17-11-30_denoised_1335,-1.8,2.92
2015-03-28-17-11-30_denoised_562,0.0,2.4
2015-03-28-17-11-30_denoised_1645,1.4,0.4
2015-03-28-17-11-30_denoised_435,-0.2,2.72
2015-03-28-17-11-30_denoised_1299,-1.6,2.84
2015-03-28-17-11-30_denoised_1434,-0.6,1.24
2015-03-28-17-11-30_denoised_1939,-1.0,1.24
2015-03-28-17-11-30_denoised_1386,1.4,1.52
2015-03-28-17-11-30_denoised_299,-1.4,2.4
2015-03-28-17-11-30_denoised_1457,-1.4,1.84
2015-03-28-17-11-30_denoised_2041,0.8,2.12
2015-03-28-17-11-30_denoised_1921,-0.8,1.72
2015-03-28-17-11-30_denoised_629,-0.6,2.92
2015-03-28-17-11-30_denoised_1350,-1.8,2.0
2015-03-28-17-11-30_denoised_508,-1.0,1.84
2015-03-28-17-11-30_denoised_168,0.6,1.68
2015-03-28-17-11-30_denoised_1316,0.6,0.72
2015-03-28-17-11-30_denoised_1874,-0.8,1.28
2015-03-28-17-11-30_denoised_1819,1.4,0.36
2015-03-28-17-11-30_denoised_1698,0.4,0.64
2015-03-28-17-11-30_denoised_581,1.6,1.08
2015-03-28-17-11-30_denoised_783,1.0,1.12
2015-03-28-17-11-30_denoised_490,-2.0,2.2
2015-03-28-17-11-30_denoised_316,-2.0,2.44
2015-03-28-17-11-30_denoised_545,-1.6,2.08
2015-03-28-17-11-30_denoised_1995,-1.2,1.32
2015-03-28-17-11-30_denoised_1754,1.0,0.44
2015-03-28-17-11-30_denoised_113,-0.8,2.96
2015-03-28-17-11-30_denoised_1494,-1.6,2.92
2015-03-28-17-11-30_denoised_145,0.6,1.44
2015-03-28-17-11-30_denoised_74,0.8,1.24
2015-03-28-17-11-30_denoised_525,-0.4,1.88
2015-03-28-17-11-30_denoised_1228,2.0,0.2
2015-03-28-17-20-07_denoised_537,1.2,0.08
2015-03-28-17-20-07_denoised_201,-1.8,2.24
2015-03-28-17-20-07_denoised_73,-0.2,2.32
2015-03-28-17-20-07_denoised_125,-2.0,2.48
2015-03-28-17-20-07_denoised_453,-1.8,2.8
2015-03-28-17-20-07_denoised_501,-1.6,2.36
2015-03-28-17-20-07_denoised_693,-1.4,2.08
2015-03-28-17-20-07_denoised_396,-1.2,1.2
2015-03-28-17-20-07_denoised_173,-0.6,2.32
2015-03-28-17-20-07_denoised_59,0.2,2.0
2015-03-28-17-20-07_denoised_522,-1.4,1.56
2015-03-28-17-20-07_denoised_216,0.4,1.84
2015-03-28-17-20-07_denoised_114,0.6,0.48
2015-03-28-17-20-07_denoised_638,2.0,0.36
2015-03-28-17-20-07_denoised_383,1.4,0.64
2015-03-28-17-20-07_denoised_326,0.0,0.4
2015-03-28-17-20-07_denoised_469,-1.8,2.92
2015-03-28-17-20-07_denoised_578,0.6,1.28
2015-03-28-17-20-07_denoised_356,2.0,0.16
2015-03-28-17-20-07_denoised_369,-2.0,2.96
2015-03-28-17-20-07_denoised_425,1.2,0.84
2015-03-28-17-20-07_denoised_341,-0.6,2.32
2015-03-28-17-20-07_denoised_653,-0.2,0.48
2015-03-28-17-20-07_denoised_264,0.2,0.4
2015-03-28-17-20-07_denoised_186,1.2,1.24
2015-03-28-17-20-07_denoised_86,-0.6,1.48
2015-03-28-17-22-23_denoised_48,1.2,0.92
2015-03-28-17-22-23_denoised_970,-1.0,2.52
2015-03-28-17-22-23_denoised_1146,-1.8,2.32
2015-03-28-17-22-23_denoised_115,-0.6,0.72
2015-03-28-17-22-23_denoised_1161,0.2,2.08
2015-03-28-17-22-23_denoised_563,1.8,0.28
2015-03-28-17-22-23_denoised_925,1.0,1.36
2015-03-28-17-22-23_denoised_392,0.6,1.84
2015-03-28-17-22-23_denoised_1589,2.0,0.2
2015-03-28-17-22-23_denoised_1703,-1.8,1.8
2015-03-28-17-22-23_denoised_1558,1.2,1.76
2015-03-28-17-22-23_denoised_182,1.2,0.84
2015-03-28-17-22-23_denoised_584,0.0,2.28
2015-03-28-17-22-23_denoised_797,0.4,0.2
2015-03-28-17-22-23_denoised_1755,-1.4,2.8
2015-03-28-17-22-23_denoised_955,-0.6,0.92
2015-03-28-17-22-23_denoised_344,-1.0,1.76
2015-03-28-17-22-23_denoised_1292,0.2,0.92
2015-03-28-17-22-23_denoised_1250,-2.0,2.76
2015-03-28-17-22-23_denoised_204,-1.2,2.76
2015-03-28-17-22-23_denoised_1190,1.2,0.76
2015-03-28-17-22-23_denoised_718,-0.4,2.8
2015-03-28-17-22-23_denoised_909,-0.2,0.52
2015-03-28-17-22-23_denoised_591,2.0,0.96
2015-03-28-17-22-23_denoised_895,-0.2,1.96
2015-03-28-17-22-23_denoised_752,-1.0,1.76
2015-03-28-17-22-23_denoised_985,1.0,0.44
2015-03-28-17-22-23_denoised_644,1.2,1.2
2015-03-28-17-22-23_denoised_702,-1.2,1.88
2015-03-28-17-22-23_denoised_267,-1.4,2.8
2015-03-28-17-22-23_denoised_93,-0.8,1.56
2015-03-28-17-22-23_denoised_1032,1.6,0.88
2015-03-28-17-22-23_denoised_941,-0.6,2.44
2015-03-28-17-22-23_denoised_70,0.8,0.48
2015-03-28-17-22-23_denoised_507,1.2,0.28
2015-03-28-17-22-23_denoised_1279,0.4,0.56
2015-03-28-17-22-23_denoised_1345,1.8,0.68
2015-03-28-17-22-23_denoised_1175,2.0,0.52
2015-03-28-17-22-23_denoised_663,0.6,1.32
2015-03-28-17-22-23_denoised_811,1.0,0.28
2015-03-28-17-22-23_denoised_840,0.0,2.96
2015-03-28-17-22-23_denoised_1518,1.8,0.92
2015-03-28-17-22-23_denoised_1358,1.8,0.28
2015-03-28-17-22-23_denoised_247,-1.4,2.28
2015-03-28-17-22-23_denoised_851,0.6,1.12
2015-03-28-17-22-23_denoised_624,-1.4,2.6
2015-03-28-17-22-23_denoised_878,-1.0,2.96
2015-03-28-17-22-23_denoised_683,1.2,1.64
2015-03-28-17-22-23_denoised_429,2.0,0.52
2015-03-28-17-22-23_denoised_1493,0.2,2.24
2015-03-28-17-22-23_denoised_409,1.8,1.04
2015-03-28-17-22-23_denoised_1088,1.8,0.32
2015-03-28-17-22-23_denoised_1734,0.6,1.52
2015-03-28-17-22-23_denoised_604,2.0,0.68
2015-03-28-17-22-23_denoised_328,-1.2,2.64
2015-03-28-17-22-23_denoised_1438,0.0,1.72
2015-03-28-17-22-23_denoised_1132,-1.8,2.16
2015-03-28-17-22-23_denoised_1318,1.2,1.52
2015-03-28-17-22-23_denoised_1505,-1.2,2.52
2015-03-28-17-22-23_denoised_1545,2.0,0.04
2015-03-28-17-22-23_denoised_826,-1.4,2.56
2015-03-28-17-22-23_denoised_226,-0.8,2.6
2015-03-28-17-22-23_denoised_1102,0.8,0.52
2015-03-28-17-22-23_denoised_545,1.8,0.76
2015-03-28-17-25-17_denoised_603,-0.4,2.2
2015-03-28-17-25-17_denoised_667,2.0,0.4
2015-03-28-17-25-17_denoised_874,1.2,1.44
2015-03-28-17-25-17_denoised_248,1.8,0.72
2015-03-28-17-25-17_denoised_818,0.4,0.52
2015-03-28-17-25-17_denoised_1404,0.0,1.72
2015-03-28-17-25-17_denoised_143,1.2,1.16
2015-03-28-17-25-17_denoised_355,-1.4,1.88
2015-03-28-17-25-17_denoised_1389,0.0,0.56
2015-03-28-17-25-17_denoised_465,1.4,1.4
2015-03-28-17-25-17_denoised_1432,1.0,1.08
2015-03-28-17-25-17_denoised_310,-0.8,1.0
2015-03-28-17-25-17_denoised_372,-1.8,2.2
2015-03-28-17-25-17_denoised_1418,-0.6,2.68
2015-03-28-17-25-17_denoised_904,0.8,1.16
2015-03-28-17-25-17_denoised_1040,-1.0,2.72
2015-03-28-17-25-17_denoised_1267,1.6,0.16
2015-03-28-17-25-17_denoised_918,-0.6,0.96
2015-03-28-17-25-17_denoised_1108,0.8,1.16
2015-03-28-17-25-17_denoised_510,-0.2,1.8
2015-03-28-17-25-17_denoised_1059,-0.6,2.48
2015-03-28-17-25-17_denoised_231,-1.8,2.84
2015-03-28-17-25-17_denoised_1201,-1.8,1.8
2015-03-28-17-25-17_denoised_685,0.4,1.64
2015-03-28-17-25-17_denoised_435,1.4,1.28
2015-03-28-17-25-17_denoised_158,2.0,0.16
2015-03-28-17-25-17_denoised_719,1.6,0.68
2015-03-28-17-25-17_denoised_1448,0.0,1.88
2015-03-28-17-25-17_denoised_107,-2.0,2.6
2015-03-28-17-25-17_denoised_842,-1.8,1.96
2015-03-28-17-25-17_denoised_450,-1.6,2.36
2015-03-28-17-25-17_denoised_948,0.4,0.8
2015-03-28-17-25-17_denoised_70,1.8,0.44
2015-03-28-17-25-17_denoised_576,0.6,1.24
2015-03-28-17-25-17_denoised_32,-2.0,2.04
2015-03-28-17-25-17_denoised_478,-1.2,2.12
2015-03-28-17-25-17_denoised_735,-1.2,1.84
2015-03-28-17-25-17_denoised_1184,-0.6,1.44
2015-03-28-17-25-17_denoised_804,-0.4,1.24
2015-03-28-17-25-17_denoised_701,0.4,1.24
2015-03-28-17-25-17_denoised_973,-0.8,0.88
2015-03-28-17-25-17_denoised_988,0.8,1.56
2015-03-28-17-25-17_denoised_889,-1.0,2.6
2015-03-28-17-25-17_denoised_831,2.0,0.32
2015-03-28-17-25-17_denoised_1473,-2.0,2.96
2015-03-28-17-25-17_denoised_588,-2.0,2.8
2015-03-28-17-25-17_denoised_300,-1.6,2.48
2015-03-28-17-25-17_denoised_619,0.0,1.36
2015-03-28-17-25-17_denoised_764,-0.4,1.68
2015-03-28-17-25-17_denoised_50,0.8,0.8
2015-03-28-17-25-17_denoised_1314,-1.6,2.48
2015-03-28-17-25-17_denoised_1152,1.0,0.68
2015-03-28-17-30-05_denoised_274,-1.0,1.6
2015-03-28-17-30-05_denoised_323,0.6,1.68
2015-03-28-17-30-05_denoised_1279,-0.6,2.2
2015-03-28-17-30-05_denoised_448,1.0,1.52
2015-03-28-17-30-05_denoised_1261,1.6,1.16
2015-03-28-17-30-05_denoised_1036,-0.2,2.56
2015-03-28-17-30-05_denoised_477,-0.4,2.4
2015-03-28-17-30-05_denoised_1078,-1.2,2.04
2015-03-28-17-30-05_denoised_751,0.0,1.64
2015-03-28-17-30-05_denoised_859,-0.4,2.32
2015-03-28-17-30-05_denoised_1121,0.6,0.96
2015-03-28-17-30-05_denoised_829,-1.0,2.92
2015-03-28-17-30-05_denoised_874,-0.6,1.36
2015-03-28-17-30-05_denoised_433,0.0,1.04
2015-03-28-17-30-05_denoised_462,0.4,1.52
2015-03-28-17-30-05_denoised_942,-1.8,2.08
2015-03-28-17-30-05_denoised_339,2.0,0.92
2015-03-28-17-30-05_denoised_521,0.4,0.68
2015-03-28-17-30-05_denoised_596,-2.0,2.52
2015-03-28-17-30-05_denoised_1136,1.4,0.2
2015-03-28-17-30-05_denoised_370,-0.6,2.0
2015-03-28-17-30-05_denoised_1003,1.8,0.76
2015-03-28-17-30-05_denoised_670,1.4,0.0
2015-03-28-17-30-05_denoised_150,-0.4,2.16
2015-03-28-17-30-05_denoised_1051,1.4,0.48
2015-03-28-17-30-05_denoised_1094,1.6,0.56
2015-03-28-17-30-05_denoised_907,-2.0,2.68
2015-03-28-17-30-05_denoised_1212,-2.0,2.2
2015-03-28-17-30-05_denoised_418,1.2,0.12
2015-03-28-17-30-05_denoised_238,-0.4,2.76
2015-03-28-17-30-05_denoised_988,0.8,1.96
2015-03-28-17-30-05_denoised_494,1.8,1.04
2015-03-28-17-32-42_denoised_616,0.2,1.64
2015-03-28-17-32-42_denoised_1201,-1.2,1.64
2015-03-28-17-32-42_denoised_668,-1.0,1.0
2015-03-28-17-32-42_denoised_246,0.4,2.16
2015-03-28-17-32-42_denoised_1389,-1.2,2.56
2015-03-28-17-32-42_denoised_561,1.2,0.96
2015-03-28-17-32-42_denoised_979,-1.0,2.32
2015-03-28-17-32-42_denoised_1358,-1.2,2.2
2015-03-28-17-32-42_denoised_866,2.0,0.6
2015-03-28-17-32-42_denoised_175,-1.4,2.88
2015-03-28-17-32-42_denoised_1237,0.2,1.32
2015-03-28-17-32-42_denoised_313,0.4,1.88
2015-03-28-17-32-42_denoised_946,-1.4,2.4
2015-03-28-17-32-42_denoised_1290,-0.8,2.88
2015-03-28-17-32-42_denoised_1165,1.4,0.44
2015-03-28-17-32-42_denoised_790,0.0,2.04
2015-03-28-17-32-42_denoised_1374,0.2,0.28
2015-03-28-17-32-42_denoised_756,-1.0,1.44
2015-03-28-17-32-42_denoised_1432,0.2,0.28
2015-03-28-17-32-42_denoised_1323,1.4,1.28
2015-03-28-17-32-42_denoised_156,-0.8,2.2
2015-03-28-17-32-42_denoised_1254,1.6,0.04
2015-03-28-17-32-42_denoised_480,1.4,1.48
2015-03-28-17-32-42_denoised_532,-1.4,2.8
2015-03-28-17-32-42_denoised_280,-0.8,1.04
2015-03-28-17-32-42_denoised_84,0.0,2.72
2015-03-28-17-32-42_denoised_929,-0.2,2.52
2015-03-28-17-32-42_denoised_497,1.6,0.92
2015-03-28-17-32-42_denoised_120,2.0,0.08
2015-03-28-17-32-42_denoised_596,-1.0,2.44
2015-03-28-17-32-42_denoised_347,0.8,0.88
2015-03-28-17-32-42_denoised_731,0.6,1.56
2015-03-28-17-32-42_denoised_1463,-2.0,2.96
2015-03-28-17-32-42_denoised_962,0.8,0.04
2015-03-28-17-32-42_denoised_138,1.8,1.08
2015-03-28-17-32-42_denoised_446,0.4,1.36
2015-03-28-17-32-42_denoised_429,-0.4,1.76
2015-03-28-17-32-42_denoised_1109,-0.4,1.48
2015-03-28-17-32-42_denoised_1052,-0.4,2.96
2015-03-28-17-32-42_denoised_227,-1.8,1.8
2015-03-28-17-32-42_denoised_1219,0.2,1.6
2015-03-28-17-32-42_denoised_997,-2.0,2.16
2015-03-28-17-32-42_denoised_1340,-1.6,2.52
2015-03-28-17-32-42_denoised_1069,1.8,1.16
2015-03-28-17-32-42_denoised_67,0.2,1.6
2015-03-28-17-32-42_denoised_1447,-1.2,2.52
2015-03-28-17-32-42_denoised_297,-0.4,2.2
2015-03-28-17-32-42_denoised_898,-0.8,2.8
2015-03-28-17-35-20_denoised_704,-1.0,1.8
2015-03-28-17-35-20_denoised_1204,1.4,0.2
2015-03-28-17-35-20_denoised_648,-2.0,2.4
2015-03-28-17-35-20_denoised_1176,-0.4,0.92
2015-03-28-17-35-20_denoised_506,0.0,1.32
2015-03-28-17-35-20_denoised_1289,0.2,0.4
2015-03-28-17-35-20_denoised_760,-0.2,2.96
2015-03-28-17-35-20_denoised_1161,-0.2,0.52
2015-03-28-17-35-20_denoised_1101,0.2,0.0
2015-03-28-17-35-20_denoised_1450,-1.0,1.0
2015-03-28-17-35-20_denoised_1115,0.2,2.76
2015-03-28-17-35-20_denoised_1510,-1.6,2.2
2015-03-28-17-35-20_denoised_293,-1.2,2.4
2015-03-28-17-35-20_denoised_717,0.8,1.68
2015-03-28-17-35-20_denoised_37,1.8,1.08
2015-03-28-17-35-20_denoised_817,-0.4,2.96
2015-03-28-17-35-20_denoised_1145,-0.6,1.96
2015-03-28-17-35-20_denoised_804,0.6,1.52
2015-03-28-17-35-20_denoised_1130,-0.8,2.92
2015-03-28-17-35-20_denoised_1570,-0.8,1.24
2015-03-28-17-35-20_denoised_1496,-0.8,1.56
2015-03-28-17-35-20_denoised_1070,-2.0,2.84
2015-03-28-17-35-20_denoised_1385,0.6,0.04
2015-03-28-17-35-20_denoised_1190,-1.4,2.88
2015-03-28-17-35-20_denoised_1217,1.6,0.16
2015-03-28-17-35-20_denoised_846,0.2,0.48
2015-03-28-17-35-20_denoised_775,0.6,0.0
2015-03-28-17-35-20_denoised_1464,1.2,0.2
2015-03-28-17-35-20_denoised_1302,-0.6,2.08
2015-03-28-17-35-20_denoised_731,1.0,0.12
2015-03-28-17-41-08_denoised_948,0.0,2.52
2015-03-28-17-41-08_denoised_1119,-1.4,1.72
2015-03-28-17-41-08_denoised_718,0.0,2.0
2015-03-28-17-41-08_denoised_117,-1.4,2.68
2015-03-28-17-41-08_denoised_830,-0.2,2.88
2015-03-28-17-41-08_denoised_687,-0.4,2.8
2015-03-28-17-41-08_denoised_1214,0.4,1.28
2015-03-28-17-41-08_denoised_48,1.6,0.72
2015-03-28-17-41-08_denoised_144,-1.4,2.8
2015-03-28-17-41-08_denoised_332,-1.4,2.52
2015-03-28-17-41-08_denoised_1364,-0.8,1.36
2015-03-28-17-41-08_denoised_227,-1.8,2.88
2015-03-28-17-41-08_denoised_287,-1.2,2.96
2015-03-28-17-41-08_denoised_1257,0.2,2.28
2015-03-28-17-41-08_denoised_183,-1.2,2.04
2015-03-28-17-41-08_denoised_1291,0.8,0.92
2015-03-28-17-41-08_denoised_1178,-0.8,1.36
2015-03-28-17-41-08_denoised_997,-0.2,2.64
2015-03-28-17-41-08_denoised_1011,-0.2,2.2
2015-03-28-17-41-08_denoised_936,-0.4,1.32
2015-03-28-17-41-08_denoised_1229,-0.4,2.12
2015-03-28-17-41-08_denoised_1323,-0.2,1.72
2015-03-28-17-41-08_denoised_1407,0.4,0.96
2015-03-28-17-41-08_denoised_1024,-2.0,2.16
2015-03-28-17-41-08_denoised_272,1.8,0.24
2015-03-28-17-41-08_denoised_925,0.0,2.44
2015-03-28-17-41-08_denoised_816,0.2,2.52
2015-03-28-17-41-08_denoised_1337,0.6,1.4
2015-03-28-17-41-08_denoised_1144,1.0,0.68
2015-03-28-17-41-08_denoised_764,-1.6,2.84
2015-03-28-17-41-08_denoised_243,2.0,0.08
2015-03-28-17-41-08_denoised_100,0.6,1.24
2015-03-28-17-41-08_denoised_1083,-0.4,0.68
2015-03-28-17-41-08_denoised_702,-1.6,1.92
2015-03-28-17-41-08_denoised_32,2.0,0.2
2015-03-28-17-41-08_denoised_174,-1.6,1.76
2015-03-28-17-41-08_denoised_875,-0.2,1.6
2015-03-28-17-41-08_denoised_1037,-0.4,1.56
2015-03-28-17-41-08_denoised_1245,-0.4,2.56
2015-03-28-17-41-08_denoised_1433,-0.8,2.88
2015-03-28-17-41-08_denoised_1352,0.6,1.88
2015-03-28-17-41-08_denoised_318,1.0,1.68
2015-03-28-17-41-08_denoised_915,-2.0,2.04
2015-03-28-17-41-08_denoised_974,1.8,0.32
2015-03-28-17-41-08_denoised_1307,-1.4,2.64
2015-03-28-17-41-08_denoised_856,0.2,2.68
2015-03-28-17-41-08_denoised_1051,0.2,1.4
2015-03-28-17-41-08_denoised_1376,-0.2,2.04
2015-03-28-17-41-08_denoised_734,-0.4,1.72
2015-03-28-17-41-08_denoised_158,-0.2,0.2
2015-03-28-17-41-08_denoised_624,-1.2,1.8
2015-03-28-17-41-08_denoised_1160,1.4,1.52
2015-03-28-17-41-08_denoised_301,-0.8,1.88
2015-03-28-17-49-50_denoised_181,1.6,1.36
2015-03-28-17-49-50_denoised_36,2.0,0.04
2015-03-28-17-49-50_denoised_538,-0.2,1.28
2015-03-28-17-49-50_denoised_139,1.0,1.28
2015-03-28-17-49-50_denoised_430,-0.8,2.76
2015-03-28-17-49-50_denoised_897,-1.8,2.36
2015-03-28-17-49-50_denoised_351,-2.0,2.04
2015-03-28-17-49-50_denoised_70,-1.4,2.84
2015-03-28-17-49-50_denoised_88,1.4,1.28
2015-03-28-17-49-50_denoised_271,-1.4,1.92
2015-03-28-17-49-50_denoised_610,1.8,0.6
2015-03-28-17-49-50_denoised_566,2.0,0.36
2015-03-28-17-49-50_denoised_523,1.2,0.4
2015-03-28-17-49-50_denoised_953,0.8,1.72
2015-03-28-17-49-50_denoised_1001,0.4,0.88
2015-03-28-17-49-50_denoised_637,0.6,1.12
2015-03-28-17-49-50_denoised_209,0.6,0.8
2015-03-28-17-49-50_denoised_792,-0.4,2.64
2015-03-28-17-49-50_denoised_336,-0.8,1.76
2015-03-28-17-49-50_denoised_384,-1.4,1.96
2015-03-28-17-49-50_denoised_859,1.4,0.24
2015-03-28-17-49-50_denoised_592,-1.6,1.68
2015-03-28-17-49-50_denoised_776,-1.8,1.84
2015-03-28-17-49-50_denoised_157,-1.8,2.2
2015-03-28-17-49-50_denoised_368,-0.8,2.76
2015-03-28-17-49-50_denoised_415,-0.6,2.0
2015-03-28-17-49-50_denoised_878,-2.0,2.72
2015-03-28-17-49-50_denoised_490,1.4,0.08
2015-03-28-17-49-50_denoised_969,-0.6,1.16
2015-03-28-17-49-50_denoised_553,1.0,1.36
2015-03-28-17-49-50_denoised_53,1.6,0.2
2015-03-28-17-54-00_denoised_335,0.4,0.44
2015-03-28-17-54-00_denoised_200,-1.6,2.84
2015-03-28-17-54-00_denoised_306,0.6,1.12
2015-03-28-17-54-00_denoised_657,0.8,1.32
2015-03-28-17-54-00_denoised_428,1.8,0.88
2015-03-28-17-54-00_denoised_578,0.4,1.6
2015-03-28-17-54-00_denoised_252,1.0,0.88
2015-03-28-17-54-00_denoised_373,-0.4,1.84
2015-03-28-17-54-00_denoised_354,-1.0,1.4
2015-03-28-17-54-00_denoised_641,1.6,1.2
2015-03-28-17-54-00_denoised_694,1.0,0.16
2015-03-28-17-59-22_denoised_958,1.6,0.96
2015-03-28-17-59-22_denoised_92,0.8,0.12
2015-03-28-17-59-22_denoised_1013,-1.4,2.36
2015-03-28-17-59-22_denoised_940,0.2,2.6
2015-03-28-17-59-22_denoised_568,-1.6,2.36
2015-03-28-17-59-22_denoised_996,-1.0,2.2
2015-03-28-17-59-22_denoised_771,-1.8,2.08
2015-03-28-17-59-22_denoised_718,1.0,1.92
2015-03-28-17-59-22_denoised_754,0.8,0.56
2015-03-28-17-59-22_denoised_670,-1.6,2.28
2015-03-28-17-59-22_denoised_462,-1.2,2.64
2015-03-28-17-59-22_denoised_1323,-1.8,2.36
2015-03-28-17-59-22_denoised_379,-1.2,1.96
2015-03-28-17-59-22_denoised_637,-0.2,1.56
2015-03-28-17-59-22_denoised_702,-1.2,2.36
2015-03-28-17-59-22_denoised_903,-0.2,0.68
2015-03-28-17-59-22_denoised_975,-0.8,1.92
2015-03-28-17-59-22_denoised_148,0.2,0.12
2015-03-28-17-59-22_denoised_481,-2.0,2.6
2015-03-28-17-59-22_denoised_1383,-1.8,2.08
2015-03-28-17-59-22_denoised_586,1.8,0.0
2015-03-28-17-59-22_denoised_788,1.0,1.48
2015-03-28-17-59-22_denoised_823,0.6,2.04
2015-03-28-17-59-22_denoised_603,0.6,1.24
2015-03-28-17-59-22_denoised_319,-1.8,2.04
2015-03-28-17-59-22_denoised_1361,2.0,0.36
2015-03-28-17-59-22_denoised_500,1.8,1.16
2015-03-28-18-00-59_denoised_576,-0.2,0.64
2015-03-28-18-00-59_denoised_1217,1.4,0.32
2015-03-28-18-00-59_denoised_594,1.2,0.64
2015-03-28-18-00-59_denoised_329,1.4,1.12
2015-03-28-18-00-59_denoised_1583,-0.4,1.68
2015-03-28-18-00-59_denoised_162,1.2,0.28
2015-03-28-18-00-59_denoised_428,-1.8,1.92
2015-03-28-18-00-59_denoised_1149,1.8,0.64
2015-03-28-18-00-59_denoised_444,1.4,0.04
2015-03-28-18-00-59_denoised_1233,-1.2,1.76
2015-03-28-18-00-59_denoised_1198,1.0,0.64
2015-03-28-18-00-59_denoised_1268,0.8,1.64
2015-03-28-18-00-59_denoised_53,-2.0,2.2
2015-03-28-18-00-59_denoised_1324,-0.2,2.16
2015-03-28-18-00-59_denoised_784,-0.8,1.36
2015-03-28-18-00-59_denoised_667,-1.6,1.68
2015-03-28-18-00-59_denoised_1011,1.4,0.2
2015-03-28-18-00-59_denoised_91,1.8,0.16
2015-03-28-18-00-59_denoised_349,0.0,0.32
2015-03-28-18-00-59_denoised_1423,-1.0,1.92
2015-03-28-18-00-59_denoised_1568,-1.8,2.64
2015-03-28-18-00-59_denoised_204,0.0,1.32
